title,artist,bpm,energy,danceability,acousticness,instrumentalness,mood,vocals,instrumentation,genre
稻草人,李龍基,174,0.451,0.328,0.296,0.000441,bright,pop vocals,bass,cantopop
"Coppélia: Coppélia, Act II: Musique des automates","Léo Delibes;Orchestra of the Royal Opera House, Covent Garden;Mark Ermler",126,0.177,0.499,0.901,0.561,calm,soft vocals,piano,opera
Noise Ambience Calmness,White Noise for Babies,76,0.971,0.12,0.996,0.883,intense,instrumental,piano,sleep
Medicine,Lucas Estrada;PLANT,120,0.715,0.781,0.614,0.069,balanced,pop vocals,acoustic,deep-house
FML,Wasted Penguinz,150,0.797,0.555,0.161,0.0,intense,pop vocals,guitar,hardstyle
La Prietita Que Yo Quiero,Joan Sebastian,114,0.366,0.806,0.432,0.0,bright,soft vocals,bass,r-n-b
Echoes,Pink Floyd,134,0.322,0.285,0.367,0.649,dark,soft vocals,bass,psych-rock
Lala - Lolo,31 Minutos,166,0.922,0.494,0.161,0.302,balanced,pop vocals,guitar,ska
Christmas Time,Bryan Adams,77,0.582,0.503,0.472,0.0,dark,pop vocals,bass,songwriter
Call Me Joker,Hildur Guðnadóttir,121,0.319,0.199,0.00513,0.893,dark,instrumental,bass,ambient
Paradise,Satanicpornocultshop,170,0.621,0.565,0.288,0.174,balanced,pop vocals,bass,idm
Stay The Same,Bonobo;Andreya Triana,100,0.557,0.589,0.551,0.151,balanced,pop vocals,acoustic,trip-hop
SUNDAY NIGHT,Jack Harlow,120,0.776,0.764,0.124,0.000512,energetic,pop vocals,electronic,k-pop
X ÚLTIMA VEZ,Daddy Yankee;Bad Bunny,90,0.855,0.812,0.0789,0.000167,balanced,pop vocals,electronic,latin
Rome Wasn't Built in a Day,Morcheeba,112,0.807,0.61,0.0769,2.64e-06,energetic,pop vocals,guitar,trip-hop
Blow the Speakers,Dither,175,0.958,0.599,0.0548,0.00911,intense,rap vocals,guitar,idm
Fogo Nos Racistas,Black Pantera,112,0.989,0.52,0.0284,4.3e-05,intense,pop vocals,guitar,death-metal
Tu És a Fogueira - Ao Vivo,Jhonas Serra,137,0.821,0.408,0.000627,0.0,intense,pop vocals,guitar,gospel
Gucci Gang,Lil Pump,120,0.523,0.936,0.239,0.0,bright,pop vocals,bass,emo
Ova Dweet (Mixed),Popcaan,128,0.673,0.503,0.126,0.0,balanced,rap vocals,bass,j-dance
Lucy In The Sky With Diamonds - Remastered 2009,The Beatles,65,0.325,0.311,0.0469,0.0,bright,soft vocals,bass,british
Don't Call Me,Brando,114,0.726,0.681,0.0285,6.09e-05,intense,pop vocals,bass,deep-house
夢ノカケラ・・・,ZONE,118,0.65,0.586,0.234,0.0,balanced,pop vocals,bass,j-idol
Gamei / Cartão Postal - Ao Vivo,Exaltasamba,158,0.688,0.451,0.655,0.0,balanced,pop vocals,acoustic,samba
Hot in It,Tiësto;Charli XCX,123,0.841,0.748,0.00445,1.33e-06,energetic,pop vocals,electronic,trance
Reflection of My Dreams,Max Fane,118,0.649,0.646,0.0547,0.43,balanced,pop vocals,bass,groove
The Business,Tiësto,120,0.62,0.798,0.414,0.0192,dark,pop vocals,electronic,house
Thunder,Imagine Dragons,168,0.824,0.601,0.00866,0.173,intense,pop vocals,guitar,rock
Where'd U Go,ILLENIUM;Said The Sky,186,0.638,0.463,0.0299,3.19e-05,dark,pop vocals,bass,dubstep
Eleanor Rigby,The Beatles,137,0.301,0.521,0.836,0.0,calm,soft vocals,acoustic,psych-rock
No Te Quites la Ropa,Pedro Conga;Maelo Ruiz,89,0.579,0.693,0.511,5.6e-06,bright,pop vocals,bass,salsa
Good Things Fall Apart (with Jon Bellion),ILLENIUM;Jon Bellion,144,0.594,0.643,0.0128,0.0,balanced,pop vocals,bass,dubstep
Tankwa Town,Oliver Koletzki,100,0.401,0.736,0.102,0.293,dark,pop vocals,bass,techno
Paris,Else,103,0.583,0.792,0.023,0.582,balanced,pop vocals,electronic,french
"The Carnival of the Animals, R. 125: XIII. The Swan (Arr. for Cello and Piano)",Camille Saint-Saëns;Yo-Yo Ma;Kathryn Stott,128,0.0161,0.169,0.986,0.86,dark,instrumental,piano,french
Sway - Sped Up Version,Michael Bublé,162,0.671,0.608,0.73,1.88e-06,energetic,pop vocals,acoustic,j-pop
Sad Girls,Clean Bandit;French The Kid;Rema,115,0.847,0.799,0.254,2.14e-05,balanced,pop vocals,electronic,funk
Só Quem Tem Raiz,Sarah Farias,150,0.633,0.546,0.325,6.39e-06,balanced,pop vocals,bass,gospel
abcdefu (angrier),GAYLE,122,0.599,0.671,0.0658,0.0,balanced,pop vocals,bass,alternative
ポニーテール キュルン,≠ME,97,0.94,0.588,0.00392,5.37e-06,energetic,pop vocals,guitar,j-idol
White Freightliner,J.D. Crowe & The New South,133,0.781,0.566,0.376,0.0916,energetic,pop vocals,guitar,bluegrass
Sun Will Shine,Robin Schulz;Tom Walker,126,0.714,0.534,0.00633,0.0,balanced,pop vocals,bass,house
Lemonade (2000),Tsunami Bomb,176,0.635,0.371,0.0823,3.64e-06,bright,pop vocals,bass,power-pop
Yellow Hearts,Ant Saunders,129,0.438,0.866,0.177,0.0,bright,pop vocals,bass,chill
I Don't Like To Sleep Alone,Paul Anka;Odia Coates,127,0.557,0.471,0.413,7.61e-06,dark,pop vocals,bass,rock-n-roll
Hawayein,Pritam;Arijit Singh,126,0.601,0.606,0.796,0.000511,balanced,pop vocals,acoustic,indian
One Kiss (with Dua Lipa),Calvin Harris;Dua Lipa,124,0.862,0.791,0.037,2.19e-05,balanced,pop vocals,electronic,dance
Symphony (feat. Zara Larsson),Clean Bandit;Zara Larsson,123,0.605,0.715,0.239,1.41e-05,balanced,pop vocals,electronic,funk
Cool Yule,Louis Armstrong;The Commanders,149,0.505,0.568,0.676,1.67e-05,bright,pop vocals,acoustic,jazz
"10,000 Hours",Dan + Shay;Justin Bieber,90,0.63,0.654,0.149,0.0,balanced,pop vocals,bass,country
Olvidalo Ya,Tony Vega,168,0.641,0.698,0.633,0.000208,bright,pop vocals,acoustic,salsa
Tudo é do Pai - ao vivo,Padre Fábio De Melo,138,0.35,0.542,0.871,0.0,calm,soft vocals,acoustic,brazil
No Chance,Turno;Inja,174,0.966,0.53,0.104,0.00967,intense,rap vocals,guitar,drum-and-bass
Way Down We Go,KALEO,164,0.506,0.492,0.58,0.00032,dark,pop vocals,acoustic,alt-rock
killer,FKA twigs,79,0.619,0.401,0.168,0.0,bright,pop vocals,bass,trip-hop
Eu Amo a Tua Glória - Ao Vivo,Isaias Saad;Theo Rubia,134,0.519,0.368,0.598,1.11e-05,dark,pop vocals,acoustic,brazil
Do-Re-Mi,Julie Andrews;Nicholas Hammond;Debbie Turner;Duane Chase;Heather Menzies;Angela Cartwright;Kym Karath;Charmian Carr,128,0.216,0.512,0.844,0.0,calm,soft vocals,acoustic,show-tunes
If I Could Tell Her,Ben Platt;Laura Dreyfuss,96,0.312,0.584,0.647,0.0,calm,soft vocals,acoustic,show-tunes
God of Revival - Live,Bethel Music;Brian Johnson;Jenn Johnson,144,0.608,0.36,0.065,0.0,dark,pop vocals,bass,world-music
Numb,Marshmello;Khalid,120,0.774,0.912,0.121,0.0127,balanced,pop vocals,electronic,edm
Baby Shark,Super Simple Songs,148,0.395,0.747,0.222,0.0,bright,soft vocals,bass,children
M1SERY_SYNDROME,"nothing,nowhere.;Buddy Nielsen",168,0.913,0.33,3.74e-05,0.00387,intense,pop vocals,guitar,punk
The Grand Tour,George Jones,89,0.262,0.325,0.911,0.000231,calm,soft vocals,acoustic,honky-tonk
Holding On and Letting Go,Ross Copperman,78,0.555,0.486,0.818,0.00269,dark,pop vocals,acoustic,acoustic
Video Killed The Radio Star,The Buggles,131,0.678,0.68,0.103,0.00828,intense,pop vocals,bass,synth-pop
Rotting in Vain,Korn,106,0.946,0.498,0.000121,2.53e-05,intense,pop vocals,guitar,alternative
Kalbin Yok mu?,Teoman,159,0.546,0.332,0.0105,0.0,balanced,pop vocals,bass,turkish
Hey Jude - Remastered 2009,The Beatles,145,0.552,0.402,0.028,1.36e-05,bright,pop vocals,bass,psych-rock
Christmas Calling (Jolly Jones),Norah Jones,144,0.543,0.43,0.463,0.000523,balanced,pop vocals,bass,j-pop
Shimmy Shimmy Ya,El Michels Affair,100,0.666,0.605,0.0234,0.647,intense,pop vocals,bass,afrobeat
The Future,Max Brhon,109,0.953,0.578,0.0654,0.769,intense,instrumental,guitar,club
Три товарища - Remastered,Maya Kristalinskaya,0,0.122,0.0,0.987,0.324,dark,soft vocals,acoustic,romance
小喋日和,FantasticYouth,110,0.803,0.718,0.182,1.85e-06,energetic,pop vocals,electronic,anime
Stitches,Bullet For My Valentine,100,0.941,0.547,5.72e-06,0.000756,intense,pop vocals,guitar,metalcore
Bad Memories,MEDUZA;James Carter;Elley Duhé;FAST BOY,124,0.767,0.607,0.118,0.0,energetic,pop vocals,guitar,house
Move Slow,One True God,100,0.794,0.807,0.142,0.862,intense,instrumental,electronic,club
Stand by Me,Ben E. King,118,0.307,0.65,0.57,7.07e-06,calm,soft vocals,acoustic,r-n-b
Only You,Alesso;Sentinel,129,0.917,0.483,0.00235,0.000347,intense,pop vocals,guitar,house
Lonesome Drifter,Tupelo Highshots,101,0.889,0.514,0.391,0.00111,balanced,pop vocals,guitar,rockabilly
Stay Alive,José González,130,0.306,0.714,0.726,0.168,dark,soft vocals,acoustic,goth
Mad Sounds,Arctic Monkeys,80,0.462,0.532,0.279,0.196,balanced,pop vocals,bass,garage
"Still Falling For You - From ""Bridget Jones's Baby""",Ellie Goulding,96,0.518,0.473,0.553,1.26e-06,dark,pop vocals,acoustic,indie-pop
More Than Friends,James Hype;Kelli-Leigh,123,0.884,0.81,0.101,0.0,balanced,pop vocals,electronic,deep-house
Rudolph The Red-Nosed Reindeer,Ella Fitzgerald,120,0.315,0.596,0.961,0.0,calm,soft vocals,acoustic,jazz
Chi Mai,Joseph Sullinger,81,0.287,0.739,0.969,0.961,calm,instrumental,piano,guitar
"Four Pieces For Piano, Op. 119: II. Intermezzo in E Minor",Johannes Brahms;Karin Lechner,65,0.0478,0.258,0.993,0.902,dark,instrumental,piano,german
All That Really Matters,ILLENIUM;Teddy Swims,170,0.666,0.352,0.117,1.81e-06,intense,pop vocals,bass,dub
Malibu,Matthew Harvey,148,0.154,0.435,0.977,0.85,dark,instrumental,piano,guitar
Fala a Verdade para Ele,Pablo,132,0.52,0.702,0.28,0.0,bright,pop vocals,bass,forro
The Final Countdown,Europe,118,0.843,0.529,0.0628,0.000827,intense,pop vocals,guitar,swedish
Der hellste Stern (Böhmischer Traum) - Silverjam Mix,DJ Ötzi,126,0.957,0.575,0.00328,0.0,energetic,pop vocals,guitar,party
Don't You Worry Child - Radio Edit,Swedish House Mafia;John Martin,129,0.84,0.612,0.112,0.0,balanced,pop vocals,guitar,progressive-house
I Can Hear the Bells,Marissa Jaret Winokur;Hairspray Ensemble,112,0.6,0.72,0.748,0.0,balanced,pop vocals,acoustic,show-tunes
Alive,Krewella,128,0.822,0.663,0.00413,0.00318,balanced,pop vocals,guitar,dubstep
Where Are You Now,Lost Frequencies;Calum Scott,121,0.636,0.671,0.515,0.000411,dark,pop vocals,bass,house
Heartstrings,M-22;Ella Henderson,125,0.762,0.614,0.00106,1.5e-06,intense,pop vocals,guitar,groove
Get Get Down - Sped Up Version,dj Shawny;IShowSpeed,166,0.879,0.875,0.0885,0.644,balanced,pop vocals,electronic,club
Ludens,Bring Me The Horizon,198,0.679,0.294,0.000551,5.13e-05,balanced,pop vocals,bass,metalcore
Collide,Kid Rock;Sheryl Crow;Bob Seger,200,0.732,0.433,0.0375,2.53e-06,balanced,pop vocals,bass,metal
Jingle Bell Rock,The Platters,70,0.711,0.525,0.651,0.0,energetic,pop vocals,acoustic,rock-n-roll
Dancing Jodi,Salim–Sulaiman,132,0.903,0.704,0.0159,0.572,energetic,pop vocals,electronic,folk
If You Don't Know Me by Now,Simply Red,94,0.307,0.654,0.514,1.58e-06,dark,soft vocals,bass,r-n-b
Maula,Anuv Jain,85,0.325,0.327,0.686,0.0,calm,soft vocals,acoustic,singer-songwriter
HEROES,Brian the Sun,99,0.94,0.526,0.00742,0.0,balanced,pop vocals,guitar,j-rock
Hoje Livre Sou,Ministério Adoração e Vida,148,0.522,0.475,0.458,0.0,dark,pop vocals,bass,gospel
El Preso Número 9,Los Tres Caballeros,123,0.436,0.611,0.859,6.94e-06,balanced,pop vocals,acoustic,guitar
Broken Cog,Meshuggah,174,0.877,0.376,4.03e-06,0.932,balanced,instrumental,guitar,death-metal
Lights - Single Version,Ellie Goulding,120,0.802,0.681,0.0271,0.0496,energetic,pop vocals,guitar,indie-pop
Rule The World (feat. ILIRA),GAMPER & DADONI;ILIRA,126,0.627,0.717,0.00974,0.0,balanced,pop vocals,electronic,deep-house
Algo Contigo,Rosario,96,0.748,0.706,0.671,0.0,energetic,pop vocals,acoustic,spanish
Immortal Rites,Morbid Angel,98,0.934,0.19,8.08e-06,0.107,balanced,pop vocals,guitar,black-metal
Shaky Shaky,Daddy Yankee,88,0.626,0.899,0.076,0.0,bright,pop vocals,electronic,latin
Another Bridge - 2012 Remaster,Everything But The Girl,85,0.853,0.48,0.0306,1.27e-06,energetic,pop vocals,guitar,trip-hop
Knowing You,Kenny Chesney,126,0.562,0.568,0.23,3.41e-06,dark,pop vocals,bass,country
I Follow Rivers - The Magician Remix,Lykke Li;The Magician,122,0.7,0.785,0.0179,0.00251,intense,pop vocals,electronic,swedish
Peter Pan,El Canto Del Loco,93,0.819,0.586,0.284,0.0,balanced,pop vocals,guitar,spanish
Your House (Dub Version) - Remix,Steel Pulse,77,0.487,0.716,0.00288,0.319,bright,pop vocals,bass,dub
Neela Malaakhe - Porinju Mariyam Jose - Malayalam,Noel Toms,104,0.231,0.421,0.91,0.0014,dark,soft vocals,acoustic,malay
Last Christmas,Jimmy Eat World,126,0.842,0.532,0.00131,1.2e-06,energetic,pop vocals,guitar,punk
Baby Shark,Pinkfong,115,0.865,0.821,0.31,0.0,balanced,pop vocals,electronic,children
Parachute,Porya Hatami,69,0.0892,0.355,0.975,0.899,dark,instrumental,piano,iranian
Quieres,Aitana;Emilia;Ptazeta,180,0.646,0.796,0.0744,0.0,bright,pop vocals,electronic,spanish
wish I didn't know you,shy martin,161,0.352,0.45,0.672,0.0,dark,soft vocals,acoustic,swedish
Mary On A Cross,Ghost,130,0.9,0.467,0.000187,0.000493,balanced,pop vocals,guitar,metal
Y.M.C.A.,The Minions,120,0.91,0.706,0.00277,5.3e-06,energetic,pop vocals,electronic,children
淘汰,Eason Chan,118,0.551,0.512,0.192,0.0,dark,pop vocals,bass,mandopop
Love In The Dark,Adele,110,0.341,0.331,0.528,0.0,dark,soft vocals,bass,british
Shirts,Off With Their Heads,173,0.992,0.342,0.00254,3.32e-06,balanced,pop vocals,guitar,power-pop
Hitz - Wretch 32 Remix,Chase & Status;Tinie Tempah;Wretch 32,126,0.912,0.448,0.014,0.0,balanced,pop vocals,guitar,drum-and-bass
漩渦,Cass Phang,123,0.519,0.721,0.47,9.75e-05,balanced,pop vocals,bass,cantopop
100 Likes - Ao Vivo,Sorriso Maroto;Belo,146,0.631,0.585,0.6,0.0,balanced,pop vocals,acoustic,pagode
i don't want to watch the world end with someone else,Clinton Kane,154,0.359,0.535,0.771,0.0,balanced,soft vocals,acoustic,songwriter
Halloween,Misfits,109,0.937,0.382,0.0172,0.0,intense,pop vocals,guitar,hardcore
Move Around - Red Bull Symphonic,Camo & Krooked;Ian Shaw,88,0.841,0.395,0.039,0.0948,intense,pop vocals,guitar,drum-and-bass
Run Rudolph Run,Chuck Berry,152,0.876,0.647,0.881,3.59e-05,energetic,pop vocals,acoustic,rock-n-roll
Christmas Calling (Jolly Jones),Norah Jones,144,0.543,0.43,0.463,0.000523,balanced,pop vocals,bass,jazz
Through The Gate,Intence,113,0.471,0.634,0.224,0.0,dark,rap vocals,bass,j-dance
Me Estas Tentando,Wisin & Yandel,116,0.916,0.81,0.312,7.63e-06,energetic,pop vocals,electronic,electro
El Llamado de la Hembra,Transmetal,85,0.865,0.342,0.0136,0.00244,balanced,pop vocals,guitar,death-metal
サクラミツツキ,SPYAIR,179,0.906,0.292,0.000256,0.000743,intense,pop vocals,guitar,anime
Tschorny woron,Ivan Rebroff,81,0.382,0.226,0.987,0.165,balanced,soft vocals,acoustic,romance
Room With A View,Yiruma,89,0.235,0.387,0.985,0.92,dark,instrumental,piano,new-age
Dank Memes,Insurgent,160,0.992,0.615,0.105,0.106,intense,pop vocals,guitar,hardstyle
Amor de Primeira,Diego & Victor Hugo,105,0.66,0.671,0.646,0.0,energetic,pop vocals,acoustic,sertanejo
Gangsta's Paradise,Coolio;L.V.,80,0.514,0.647,0.0655,0.0,balanced,pop vocals,bass,funk
Bimbilikki Pilapi,Anirudh Ravichander;Ramya Behra;Sahithi Chaganti,157,0.947,0.645,0.426,2.26e-06,energetic,pop vocals,guitar,hip-hop
EU TÔ LOUCO,Josué Bom de Faixa,123,0.825,0.724,0.593,0.0,balanced,pop vocals,acoustic,forro
Frio da Madrugada - Ao Vivo,Pedro Sanchez e Thiago,112,0.788,0.549,0.235,0.0,balanced,pop vocals,guitar,sertanejo
Dame Bien,Mala Rodríguez;Guaynaa;Big Freedia,100,0.748,0.759,0.00492,0.000298,balanced,pop vocals,electronic,spanish
Blinded,As I Lay Dying,200,0.972,0.332,5.84e-06,0.141,intense,pop vocals,guitar,metalcore
Watercolour - Full Version; Single,Pendulum,174,0.896,0.421,0.000174,0.039,intense,pop vocals,guitar,drum-and-bass
Go,The Chemical Brothers,120,0.897,0.751,0.00957,2.72e-05,balanced,pop vocals,electronic,breakbeat
LOCO,ITZY,102,0.886,0.759,0.0103,2.04e-05,balanced,pop vocals,electronic,k-pop
Sub Signal,Alphaxone;protoU,148,0.2,0.121,0.883,0.947,dark,instrumental,piano,iranian
Nira Ishq,Guri,90,0.609,0.703,0.111,0.0,bright,pop vocals,electronic,pop
You're My Angel,Styles & Breeze,144,0.985,0.489,0.0145,0.525,intense,pop vocals,guitar,happy
Bedroom (feat. Anne-Marie),JJ Lin;Anne-Marie,180,0.424,0.369,0.64,0.0,dark,pop vocals,acoustic,mandopop
Antidote - Radio Edit,Swedish House Mafia;Knife Party,128,0.86,0.648,0.00636,0.0289,balanced,pop vocals,guitar,progressive-house
Meri Baaton Mein Tu,Anuv Jain,143,0.455,0.623,0.426,0.0,dark,pop vocals,bass,songwriter
Yeke Yeke,Stylo;Space Motion,122,0.777,0.731,0.00533,0.669,balanced,instrumental,electronic,techno
Nevermore,Lamb of God,102,0.988,0.496,8.33e-05,0.323,intense,pop vocals,guitar,metalcore
What I've Done,Linkin Park,120,0.93,0.623,0.0141,1.64e-06,intense,pop vocals,guitar,metal
NUMB,XXXTENTACION,160,0.416,0.414,0.1,0.179,dark,pop vocals,bass,emo
Calmaria,Canção & Louvor,142,0.438,0.576,0.704,0.0,dark,pop vocals,acoustic,gospel
A Batalha do Arcanjo,Damares,141,0.738,0.645,0.42,0.0,balanced,pop vocals,bass,gospel
Pirate,Liu;GenX,125,0.781,0.72,0.00408,0.807,intense,instrumental,electronic,brazil
Every Breath You Take,Deep Chills,120,0.573,0.78,0.249,0.245,bright,pop vocals,electronic,deep-house
Doobey,OAFF;Savera;Lothika;Kausar Munir,119,0.669,0.751,0.342,1.31e-05,balanced,pop vocals,electronic,indian
Thank You for Asking - Acoustic,Foy Vance,101,0.0717,0.625,0.932,0.0,calm,soft vocals,acoustic,british
Show & Tell,Said The Sky;Claire Ridgely,150,0.86,0.667,0.235,0.0,balanced,pop vocals,guitar,dub
I Put A Spell On You,Creedence Clearwater Revival,102,0.742,0.437,0.00651,0.037,energetic,pop vocals,bass,rock
Deixa Alagar - Ao Vivo,Intimistas,95,0.904,0.612,0.61,0.0,energetic,pop vocals,acoustic,samba
Me Lembro - Acústico,Kemuel,79,0.299,0.452,0.794,0.0,dark,soft vocals,acoustic,groove
Thunder,Imagine Dragons,168,0.824,0.601,0.00866,0.173,intense,pop vocals,guitar,rock
Rudolph The Red-Nosed Reindeer,Ella Fitzgerald,120,0.315,0.596,0.961,0.0,calm,soft vocals,acoustic,blues
Rain Rain Go Away,CoComelon,160,0.312,0.687,0.642,4.71e-05,bright,soft vocals,acoustic,children
Choo Lo,The Local Train,146,0.695,0.512,0.0265,0.00815,balanced,pop vocals,bass,indie
Öppen genom hela natten,Håkan Hellström,113,0.829,0.365,0.156,0.802,balanced,instrumental,guitar,goth
Seu Amor Me Persegue (Ao Vivo),Casa Worship;Julliany Souza,134,0.481,0.257,0.0959,0.000101,dark,pop vocals,bass,brazil
Losing My Edge,LCD Soundsystem,116,0.978,0.754,0.000321,0.453,energetic,pop vocals,electronic,electronic
You Give Love A Bad Name,Bon Jovi,123,0.964,0.532,0.0477,0.0,energetic,pop vocals,guitar,metal
Wheels on the Bus,CoComelon,125,0.387,0.941,0.184,2.88e-05,bright,soft vocals,bass,children
Once in a Lifetime - 2005 Remaster,Talking Heads,117,0.919,0.644,0.179,0.135,energetic,pop vocals,guitar,punk-rock
Partyanimal,Micha von der Rampe,138,0.74,0.814,0.165,0.0,energetic,pop vocals,electronic,party
Never Change,Dustystaytrue,116,0.534,0.817,0.0341,0.0,balanced,pop vocals,bass,sad
Hate Me,Ellie Goulding;Juice WRLD,75,0.789,0.64,0.0875,0.0,energetic,pop vocals,guitar,indie
Archetype,Omar Apollo,92,0.338,0.676,0.372,5.57e-06,dark,soft vocals,bass,soul
Your Smile - The Viper Remix,Charly Lownoise;Mental Theo,178,0.687,0.493,0.0302,3.97e-05,intense,pop vocals,bass,happy
Perfect Time,Maire Brennan,171,0.272,0.18,0.863,2.58e-05,dark,soft vocals,acoustic,new-age
Baby I'm Bleeding,JPEGMAFIA,171,0.859,0.574,0.195,0.0,energetic,pop vocals,guitar,industrial
Vai Passar,Gerson Rufino,136,0.555,0.526,0.037,0.0,dark,pop vocals,bass,brazil
Stumble,Freddie King,118,0.612,0.678,0.1,0.316,bright,pop vocals,bass,acoustic
Misty Morning,Travis Bretzer,143,0.299,0.696,0.55,0.00014,dark,soft vocals,acoustic,garage
Dependente Do Amor,Zeca Pagodinho;Xande De Pilares,90,0.566,0.694,0.271,0.0,bright,pop vocals,bass,samba
Fumaça (Ao Vivo),Casa Worship;Léo Brandão;Julliany Souza,134,0.792,0.274,0.0657,0.0,intense,pop vocals,guitar,gospel
Paper Thin,Lianne La Havas,126,0.243,0.714,0.646,0.212,calm,soft vocals,acoustic,british
Come My Way (Mixed),Wande Coal,118,0.644,0.872,0.795,0.00488,bright,pop vocals,acoustic,dancehall
閃光,[Alexandros],104,0.971,0.546,0.000132,0.0,balanced,pop vocals,guitar,j-rock
Set Fire to the Rain,Adele,108,0.67,0.603,0.00408,1.68e-06,balanced,pop vocals,bass,soul
PS5 (with TOMORROW X TOGETHER & Alan Walker),salem ilese;TOMORROW X TOGETHER;Alan Walker,176,0.642,0.602,0.0131,5.33e-06,balanced,pop vocals,bass,indie
Fellini,Criolo,128,0.746,0.805,0.238,0.0,energetic,pop vocals,electronic,afrobeat
Christmas Time,Bryan Adams,77,0.582,0.503,0.472,0.0,dark,pop vocals,bass,singer-songwriter
Big Fun - Magic Juan Remix,Inner City;Juan Atkins,120,0.875,0.782,0.0436,0.64,energetic,pop vocals,electronic,detroit-techno
Dushanbe,AfterU,122,0.685,0.675,0.00775,0.793,intense,instrumental,bass,techno
Nightmares,WE ARE FURY;Gallie Fisher,159,0.536,0.263,0.103,0.0,dark,pop vocals,bass,dub
White Christmas,The Drifters,127,0.182,0.578,0.825,5e-06,calm,soft vocals,acoustic,rock-n-roll
The scarlett empress,College,110,0.839,0.429,0.916,0.767,energetic,instrumental,piano,synth-pop
Naranjo en Flor (En Directo),Roberto Goyeneche,118,0.371,0.581,0.628,3.26e-06,bright,soft vocals,acoustic,tango
Muthe Muthe - Female Version,Sujatha,126,0.531,0.568,0.416,0.0,balanced,pop vocals,bass,malay
La cage,Hugo TSR,95,0.577,0.831,0.258,0.0,dark,rap vocals,electronic,french
U & Me,ILLENIUM;Sasha Alex Sloan,88,0.837,0.563,0.0128,0.00922,balanced,pop vocals,guitar,dubstep
Young & Dumb,Cigarettes After Sex,97,0.521,0.403,0.507,0.7,dark,instrumental,bass,ambient
Thotte Thotte,Najim Arshad;Abhirami Ajai,125,0.651,0.771,0.352,2.26e-05,energetic,pop vocals,electronic,malay
The Worst In Me,Bad Omens,170,0.945,0.43,0.00109,5.5e-05,intense,pop vocals,guitar,metalcore
Rocket Surgery (ASOT 1090),Robert Nickson,134,0.936,0.416,0.000138,0.866,intense,instrumental,guitar,deep-house
Halloween,Misfits,109,0.937,0.382,0.0172,0.0,intense,pop vocals,guitar,punk-rock
